Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
19,"KR Coelho, AC Cherri, EC Baptista…","Sustainable operations: The cutting stock problem with usable leftovers from a sustainable perspective",2017,"Journal of cleaner …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0959652617318826","https://scholar.google.com/scholar?cites=5711367138223767631&as_sdt=2005&sciodt=2007&hl=en",65,"2023-05-11 11:55:16","","","","",,,,,19,3.17,5,4,6,"… To minimize this negative effect, the cutting process needs to be planned. Minimizing the negative effects of the CSP … Although minimizing the waste is not the objective of this work, we …","https://repositorio.unesp.br/bitstream/handle/11449/179198/2-s2.0-85029690821.pdf?sequence=1","https://scholar.google.com/scholar?q=related:T8Cq7ybaQk8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"H Xiao, Q Liang, D Zhang, S Xiao…","A method for demand-accurate one-dimensional cutting problems with pattern reduction",2023,"Mathematical Biosciences …","aimspress.com","http://www.aimspress.com/aimspress-data/mbe/2023/4/PDF/mbe-20-04-323.pdf","",66,"2023-05-11 11:55:16","PDF","","","",,,,,0,0.00,0,5,1,"… -dimensional cutting stock problem (1D-CSP) is to minimize … literature on the cutting stock problem with setup cost (CSP-S… exceed the maximum waste of the optimal 1D-CSP solution. In …","http://www.aimspress.com/aimspress-data/mbe/2023/4/PDF/mbe-20-04-323.pdf",""
3,"J Mendes, Ó Oliveira, CS Pereira…","An information system for management and optimization of materials in the wood industry",2015,"New Contributions in …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-16486-1_57","https://scholar.google.com/scholar?cites=2801969262785252184&as_sdt=2005&sciodt=2007&hl=en",67,"2023-05-11 11:55:16","","10.1007/978-3-319-16486-1_57","","",,,,,3,0.38,1,4,8,"… minimization of the waste of raw materials, also aims at the creation of cutting plans that facilitate the cutting … , in the literature, as a Cutting Stock Problem (CSP), and assumes two basic …","","https://scholar.google.com/scholar?q=related:WMvg8zKY4iYJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"BSC Campello, WA Oliveira, AOC Ayres…","Lot sizing problem integrated with cutting stock problem in a paper industry: a multiobjective approach",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1703.03024","",68,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,4,6,"… this work, CSP consists of deciding the frequencies to cut the … production, CSP waste of material, and CSP storage costs. … to cut more than the demand to minimize the waste of material, …","https://arxiv.org/pdf/1703.03024","https://scholar.google.com/scholar?q=related:DcLT6dMuxNkJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"G Evtimov, S Fidanova","Subtraction of Two 2D Polygons with Some Matching Vertices",2019,"… , NMA 2018, Borovets, Bulgaria, August 20-24 …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-10692-8_9","",69,"2023-05-11 11:55:16","","10.1007/978-3-030-10692-8_9","","",,,,,0,0.00,0,2,4,"… Cutting Stock Problem (CSP) is an important industrial problem. In this paper we focus on … of plates needs to be cut from rectangular stock, minimizing the waste. The CSP is known to be …","","https://scholar.google.com/scholar?q=related:wgxiSd399OsJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
11,"O Ayadi, M Masmoudi, M Ben Ameur…","A new PSO-based algorithm for two-dimensional non-guillotine non-oriented cutting stock problem",2017,"Applied Artificial …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/08839514.2017.1346966","https://scholar.google.com/scholar?cites=12085447488458713155&as_sdt=2005&sciodt=2007&hl=en",70,"2023-05-11 11:55:16","","10.1080/08839514.2017.1346966","","",,,,,11,1.83,3,4,6,"… cutting patterns that minimize the unused area. The considered problem is the 2D non-guillotine, non-oriented CSP … to find a pattern with a minimized waste rate. It consists of defining …","https://www.tandfonline.com/doi/pdf/10.1080/08839514.2017.1346966","https://scholar.google.com/scholar?q=related:Q-g3lXUiuKcJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
17,"N Ma, Y Liu, Z Zhou, C Chu","Combined cutting stock and lot-sizing problem with pattern setup",2018,"Computers &Operations Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0305054818300558","https://scholar.google.com/scholar?cites=16305850324913420999&as_sdt=2005&sciodt=2007&hl=en",71,"2023-05-11 11:55:16","","","","",,,,,17,3.40,4,4,5,"… to minimizing material waste, the number of cutting patterns required is also minimized. … We also focused on CSPS in two dimensions with identical or variable-sized input rods (Liu, …","","https://scholar.google.com/scholar?q=related:x_omeXoESuIJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"M Caspar","Column Generation for the Cutting Stock Problem",2021,"","GRIN Verlag","","",72,"2023-05-11 11:55:16","CITATION","","","",,,,,0,0.00,0,1,2,"","","https://scholar.google.com/scholar?q=related:lZabvSGWheEJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
6,"EF Shair, SY Khor, AR Abdullah…","Cuckoo search approach for cutting stock problem",2015,"… of Information and …","eprints.utem.edu.my","http://eprints.utem.edu.my/13460/1/518-F0013.pdf","https://scholar.google.com/scholar?cites=18364998927549964186&as_sdt=2005&sciodt=2007&hl=en",73,"2023-05-11 11:55:16","PDF","","","",,,,,6,0.75,2,4,8,"… The concept of CSP is to find the optimized cutting patterns … to bring the cost for the wastage to its least amount plus other … is achieved by minimize the wastage and meeting demand …","http://eprints.utem.edu.my/13460/1/518-F0013.pdf","https://scholar.google.com/scholar?q=related:mp8LATmV3f4J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"D Altınpulluk","The cutting stock problem with diameter conversion inthe construction industry",2019,"","open.metu.edu.tr","https://open.metu.edu.tr/bitstream/handle/11511/43689/index.pdf","",74,"2023-05-11 11:55:16","PDF","","","",,,,,0,0.00,0,1,4,"… cutting stock problem (1-D CSP) appears when cutting patterns are generated so that the usage of raw material is minimized. … [13] dealt with minimizing cutting waste of reinforcing steel …","https://open.metu.edu.tr/bitstream/handle/11511/43689/index.pdf","https://scholar.google.com/scholar?q=related:r7ehQFHjFzgJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"OM Budau","Structural optimization by solving CSP via metaheuristic algorithm.",2023,"","webthesis.biblio.polito.it","https://webthesis.biblio.polito.it/26986/","",75,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,1,1,"… elements reusing and minimization of waste during the … of bars whit the lowest cut-off waste is obtained for a 10-bar-truss … is also the waste of material from the cutting process. In other …","https://webthesis.biblio.polito.it/secure/26986/1/tesi.pdf",""
24,"SA MirHassani, A Jalaeian Bashirzadeh","A GRASP meta-heuristic for two-dimensional irregular cutting stock problem",2015,"The International Journal of …","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00170-015-7107-1&casa_token=tlMPdF21ajIAAAAA:58QrN1MsufoVQIr6ue1GrG57VdKRYMv_HvAHrpQHhuHzcVMA_piwyze7KV-aOFP20xHpskJkQhfPam4egQ","https://scholar.google.com/scholar?cites=12874696745188593950&as_sdt=2005&sciodt=2007&hl=en",76,"2023-05-11 11:55:16","","10.1007/s00170-015-7107-1","","",,,,,24,3.00,12,2,8,"… the solutions is to employee the CSP [25] (also see [35] among the others). In the CSP, small pieces are cut from the large stocks so that material waste is minimized. In addition, quality …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s00170-015-7107-1.pdf&casa_token=lRysBNtaX8YAAAAA:gA9SsBc_3jUaX5pwCpkR4nyQ4cEO-Q_yF91f8aHTp31LWMgOtgQmIcssVtNtBk_9ad-g4zpARrbptfe-og","https://scholar.google.com/scholar?q=related:HhHYB3ocrLIJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
6,"D Wu, C Yan","A balance approach for the one-dimensional multiple stock size cutting stock problem with setup cost",2016,"Proceedings of the Institution of Mechanical …","journals.sagepub.com","https://journals.sagepub.com/doi/pdf/10.1177/0954405416673106?casa_token=h8AwFlCQ5zMAAAAA:KieeFkEBLio2nIlUAYwSVGpGCHvqsC4ACSekedVdmLQ-10gYooHCV9Ze4o7-cxz2YWgNGy0p-pm4vA","https://scholar.google.com/scholar?cites=9577831737625079050&as_sdt=2005&sciodt=2007&hl=en",77,"2023-05-11 11:55:16","PDF","10.1177/0954405416673106","","",,,,,6,0.86,3,2,7,"… of cutting stock problem with setup cost (CSP-S): (1) CSP-S … and (3) CSP-S reduces to pattern minimization problem (PMP) … constraints on the minimum waste, maximum stock material …","https://journals.sagepub.com/doi/pdf/10.1177/0954405416673106?casa_token=h8AwFlCQ5zMAAAAA:KieeFkEBLio2nIlUAYwSVGpGCHvqsC4ACSekedVdmLQ-10gYooHCV9Ze4o7-cxz2YWgNGy0p-pm4vA","https://scholar.google.com/scholar?q=related:Cu2aRzhL64QJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
5,"Z Mei, M Xu, P Wu, S Luo, J Wang…","BIM-based framework for formwork planning considering potential reuse",2022,"Journal of Management in …","ascelibrary.org","https://ascelibrary.org/doi/abs/10.1061/(ASCE)ME.1943-5479.0001004","https://scholar.google.com/scholar?cites=3466644160500092445&as_sdt=2005&sciodt=2007&hl=en",78,"2023-05-11 11:55:16","","10.1061/(ASCE)ME.1943-5479.0001004","","",,,,,5,5.00,1,6,1,"… The 2D cutting stock problem (2D-CSP) is a member of the common … -CSP modeling to maximize the counts of formwork panels split from concrete forms to minimize the cost and waste. …","","https://scholar.google.com/scholar?q=related:HU5KNX_-GzAJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"Ó Oliveira, D Gamboa, P Fernandes","Prototyping the One-Dimensional Cutting Stock Problem with Usable Leftovers for the Furniture Industry",2015,"New Contributions in Information …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-16486-1_66","",79,"2023-05-11 11:55:16","","10.1007/978-3-319-16486-1_66","","",,,,,0,0.00,0,3,8,"… waste of … CSP is to create cutting plans that minimize the generated trim loss, the number of patterns (reducing setup and processing costs) and the number of retails in stock (minimizing …","","https://scholar.google.com/scholar?q=related:0197q_vwz5kJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
8,"J Long, Z Zheng, X Gao, PM Pardalos, W Hu","An effective heuristic based on column generation for the two-dimensional three-stage steel plate cutting problem",2020,"Annals of Operations …","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10479-020-03604-w&casa_token=YL6LpLbh_tQAAAAA:1DlTxqojGxK3iZLgURMVJWSS6k7dGMbb7n9sIh8Ap2Gpo2AWx7hFuxYKsQP4mOWRw0dHJV9gWkhtRSdzNA","https://scholar.google.com/scholar?cites=14780884319639056175&as_sdt=2005&sciodt=2007&hl=en",80,"2023-05-11 11:55:16","HTML","10.1007/s10479-020-03604-w","","",,,,,8,2.67,2,5,3,"… is to minimize the number of steel plates used in the cutting … horizontal guillotine cuts to separate the items from the waste. … three-stage CSP arising from the steel plate cutting process is …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10479-020-03604-w&casa_token=YL6LpLbh_tQAAAAA:1DlTxqojGxK3iZLgURMVJWSS6k7dGMbb7n9sIh8Ap2Gpo2AWx7hFuxYKsQP4mOWRw0dHJV9gWkhtRSdzNA","https://scholar.google.com/scholar?q=related:Ly866vk_IM0J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
2,"M Martin, HH Yanasse, LL Salles-Neto","Pattern-based ILP models for the one-dimensional cutting stock problem with setup cost",2022,"Journal of Combinatorial …","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10878-022-00848-z&casa_token=MESjFNRBeO8AAAAA:kKc7o7TDPp9KymuNED0K8S4PQus18BFOv2xEVeatdPnZt0rWJtcqRDGTk9sBo5L06JuMJ53IMOx57qsDXg","https://scholar.google.com/scholar?cites=16164913334347528501&as_sdt=2005&sciodt=2007&hl=en",81,"2023-05-11 11:55:16","HTML","10.1007/s10878-022-00848-z","","",,,,,2,2.00,1,3,1,"… Thus, in addition to the main objective of minimum waste solutions, solutions with a … framework to solve the bi-objective CSP-S that minimizes the number of objects subject to a limited …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10878-022-00848-z&casa_token=MESjFNRBeO8AAAAA:kKc7o7TDPp9KymuNED0K8S4PQus18BFOv2xEVeatdPnZt0rWJtcqRDGTk9sBo5L06JuMJ53IMOx57qsDXg","https://scholar.google.com/scholar?q=related:NXnCPghPVeAJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"M Atika, BP Silalahi, F Bukhari","Pattern Generation for Three Dimensional Cutting Stock Problem",2022,"JTAM (Jurnal Teori dan …","journal.ummat.ac.id","http://journal.ummat.ac.id/index.php/jtam/article/view/9933","",82,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,3,1,"… In general, CSP is a problem related to fulfilling the demand and optimizing cutting items on raw materials by minimizing cutting waste. In the cutting process, raw materials can be …","http://journal.ummat.ac.id/index.php/jtam/article/download/9933/pdf","https://scholar.google.com/scholar?q=related:mMhWZ5f54oAJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"M Sierra-Paradinas, Ó Soto-Sánchez…","A mathematical methodology for planning the slitting process in the steel industry",,"XXV Congreso de …","researchgate.net","https://www.researchgate.net/profile/Jose-Manuel-Galan/publication/353295337_Proceedings_of_the_15th_International_Conference_on_Industrial_Engineering_and_Industrial_Management_and_XXV_Congreso_de_Ingenieria_de_Organizacion/links/60f1966e16f9f31300880f8c/Proceedings-of-the-15th-International-Conference-on-Industrial-Engineering-and-Industrial-Management-and-XXV-Congreso-de-Ingenieria-de-Organizacion.pdf#page=122","",83,"2023-05-11 11:55:16","PDF","","","",,,,,0,0.00,0,3,,"… cut standard-sized pieces of stock material, into pieces of specified sizes so the waste generated is minimized… classical one-dimensional Cutting Stock Problem (1D-CSP). The coils held …","https://www.researchgate.net/profile/Jose-Manuel-Galan/publication/353295337_Proceedings_of_the_15th_International_Conference_on_Industrial_Engineering_and_Industrial_Management_and_XXV_Congreso_de_Ingenieria_de_Organizacion/links/60f1966e16f9f31300880f8c/Proceedings-of-the-15th-International-Conference-on-Industrial-Engineering-and-Industrial-Management-and-XXV-Congreso-de-Ingenieria-de-Organizacion.pdf#page=122","https://scholar.google.com/scholar?q=related:eZHDNigrx-sJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"DN do Nascimento, AC Cherri, JF Oliveira","The two-dimensional cutting stock problem with usable leftovers: mathematical modelling and heuristic approaches",2022,"Operational Research","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s12351-022-00735-9&casa_token=rFmhrKV-lVQAAAAA:My4v5fvuoKOKJMSv3d0b04bxt2CK5K_Fvy0lWMGBVjH6kDasaPiYLRx9qtPxvebfx-tUQrsE2mkjF8Q_ug","",84,"2023-05-11 11:55:16","HTML","10.1007/s12351-022-00735-9","","",,,,,0,0.00,0,3,1,"… The cutting stock problem (CSP) is a well-known problem in the literature, with practical applications in industries where minimizing the waste of raw materials is critical for their …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s12351-022-00735-9&casa_token=rFmhrKV-lVQAAAAA:My4v5fvuoKOKJMSv3d0b04bxt2CK5K_Fvy0lWMGBVjH6kDasaPiYLRx9qtPxvebfx-tUQrsE2mkjF8Q_ug","https://scholar.google.com/scholar?q=related:WwmOg6PD8vAJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
13,"IAL Sanchez, JM Vargas, CA Santos, MG Mendoza…","Solving binary cutting stock with matheuristics using particle swarm optimization and simulated annealing",2018,"Soft Computing","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00500-017-2666-8&casa_token=BIvSX0q8qVQAAAAA:3gviI7YsulycXANfd2JxTElhPxSWhHrLn_ic7QrUiYBw3XTtzY6GdGhH6fAB-_i2mGEz44v656mK0MwZbw","https://scholar.google.com/scholar?cites=13833624652586239023&as_sdt=2005&sciodt=2007&hl=en",85,"2023-05-11 11:55:16","HTML","10.1007/s00500-017-2666-8","","",,,,,13,2.60,3,5,5,"… cutting stock problem (CSP) is a COP with applications on paper industry, and its objective is the minimization of … minimizing material waste, to achieve this objective, is needed to define …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00500-017-2666-8&casa_token=BIvSX0q8qVQAAAAA:3gviI7YsulycXANfd2JxTElhPxSWhHrLn_ic7QrUiYBw3XTtzY6GdGhH6fAB-_i2mGEz44v656mK0MwZbw","https://scholar.google.com/scholar?q=related:L0R97VPo-r8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
2,"ND Tien","A Genetic Algorithm Approach for Large-Scale Cutting Stock Problem",2018,"… Design and Intelligent Applications: Proceedings of …","Springer","https://link.springer.com/chapter/10.1007/978-981-10-7512-4_78","https://scholar.google.com/scholar?cites=17258421822097771959&as_sdt=2005&sciodt=2007&hl=en",86,"2023-05-11 11:55:16","","10.1007/978-981-10-7512-4_78","","",,,,,2,0.40,2,1,5,"… CSP. More specifically, in mutation operation, we only delete genes with the positive wastage… ’t yet deal with other objectives apart from minimization of the waste of material, such as the …","","https://scholar.google.com/scholar?q=related:t838STU7gu8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
4,"A Zanarini","Optimal stock sizing in a cutting stock problem with stochastic demands",2017,"Integration of AI and OR Techniques in Constraint …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-59776-8_24","https://scholar.google.com/scholar?cites=4087581490775653232&as_sdt=2005&sciodt=2007&hl=en",87,"2023-05-11 11:55:16","","10.1007/978-3-319-59776-8_24","","",,,,,4,0.67,4,1,6,"… Cutting Stock Problems (CSP) consist of minimizing the trim loss in the manufacturing process of cutting … Equation (4) constrains the waste and the sum of the item lengths to be equal to …","","https://scholar.google.com/scholar?q=related:cPskfLUBujgJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
21,"Y Chen, X Song, D Ouelhadj…","A heuristic for the skiving and cutting stock problem in paper and plastic film industries",2019,"… Transactions in Operational …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/itor.12390?casa_token=qUhV_58147cAAAAA:e-8yPOTwnmFGgcJ5Ghwz4w0VvIzEqTg19Zpp5uSGk70hDCjDkZZx6qwjbg5rw8ZkjhuCRa22jXszxVAC","https://scholar.google.com/scholar?cites=1676334364447387185&as_sdt=2005&sciodt=2007&hl=en",88,"2023-05-11 11:55:16","","10.1111/itor.12390","","",,,,,21,5.25,5,4,4,"… in the bottom reel is taken as waste; for example, the bottom … industry: CSPs minimizing underproduction and CSPs with reels of … In summary, the SCSPs are new CSPs proposed by a …","https://onlinelibrary.wiley.com/doi/full/10.1111/itor.12390?casa_token=SG16DxPXSuQAAAAA:vCuzFESu6QePXzEjsZW_WLa08u-4yQk0TVwuubb5ddqyzXht3wQl_8LrSv2GAtBdRiPOdIvPV6rK_j0Z","https://scholar.google.com/scholar?q=related:Ma6qDTmJQxcJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
2,"X Liu, J Pei, L Liu, H Cheng, M Zhou…","Cutting stock problem with the IoT",2017,"… and Management in …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-64568-1_5","https://scholar.google.com/scholar?cites=7436038965809510287&as_sdt=2005&sciodt=2007&hl=en",89,"2023-05-11 11:55:16","","10.1007/978-3-319-64568-1_5","","",,,,,2,0.33,0,6,6,"… The 1D-CSP is a problem about how to optimize cutting to maximize the usage rate with the … minimizing waste and minimizing the processing cost and production balance of the cutting …","","https://scholar.google.com/scholar?q=related:j_cJpQoeMmcJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
15,"WA Oliveira, DJ Fiorotto, X Song, DF Jones","An extended goal programming model for the multiobjective integrated lot-sizing and cutting stock problem",2021,"European Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0377221721002757","https://scholar.google.com/scholar?cites=5532402754426288697&as_sdt=2005&sciodt=2007&hl=en",90,"2023-05-11 11:55:16","","","","",,,,,15,7.50,4,4,2,"… pieces has to be met by minimizing, for example, the waste of material and inventory costs. … , the wastage incurred in CSP is dependent on the sizes and quantities of the objects cut out …","","https://scholar.google.com/scholar?q=related:Obr4Q_4Kx0wJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
15,"C Mayo, E Batuecas, R Díaz, FJ Pérez","Comparative environmental assessment of two materials suited to central tower CSP technology",2018,"Solar Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0038092X18300574","https://scholar.google.com/scholar?cites=13058867336454303940&as_sdt=2005&sciodt=2007&hl=en",91,"2023-05-11 11:55:16","","","","",,,,,15,3.00,4,4,5,"… stages such as use phase or waste treatment and final disposal. But, … This research follows the cut-off criterion to represent all … that minimize the environmental impacts in CSP plants. …","https://e-archivo.uc3m.es/bitstream/handle/10016/34689/comparative_SE_2018_ps.pdf?sequence=2","https://scholar.google.com/scholar?q=related:xHBPVqdqOrUJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
5,"R Ali, S Muhammad…","Decision making viva genetic algorithm for the utilization of leftovers",2021,"International Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/int.22359?casa_token=sEYQQi-WdQ8AAAAA:d92vCQZf7alcKGeEmnZj4YFtgsVvzb57SG_h8kL-ai48s6El8pBisNu1oy6sJFhAP3Ug4QJBt65h6_up","https://scholar.google.com/scholar?cites=12239624609235977272&as_sdt=2005&sciodt=2007&hl=en",92,"2023-05-11 11:55:16","","10.1002/int.22359","","",,,,,5,2.50,2,3,2,"… the minimization of waste, cutting patterns, and usable leftover in the whole … CSP is presented in which the objective is the minimization of the number of large plates that are used to cut …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/int.22359?casa_token=MH_LL-33QV8AAAAA:p2BcooT0GFqZWIjKTGHFPPsadiAXyrXWeSzD0VESttOl6XNvBqOmfISfK5Bx3ZYOBN6OiMqHw8tQhoP4","https://scholar.google.com/scholar?q=related:OMSj2bvh26kJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
14,"D Wang, F Xiao, L Zhou, Z Liang","Two-dimensional skiving and cutting stock problem with setup cost based on column-and-row generation",2020,"European Journal of Operational …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0377221720302903","https://scholar.google.com/scholar?cites=5860991274749686427&as_sdt=2005&sciodt=2007&hl=en",93,"2023-05-11 11:55:16","","","","",,,,,14,4.67,4,4,3,"… Therefore, we refer to material wastage as material cost in the following … CSPs are solved with the objective of minimizing material cost. However, as mentioned above, minimizing the …","","https://scholar.google.com/scholar?q=related:m3Ie84JsVlEJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
4,"F Brandao, JP Pedroso","Cutting stock with binary patterns: arc-flow formulation with graph compression",2015,"arXiv preprint arXiv:1502.02899","arxiv.org","https://arxiv.org/abs/1502.02899","https://scholar.google.com/scholar?cites=18165757943576750097&as_sdt=2005&sciodt=2007&hl=en",94,"2023-05-11 11:55:16","","","","",,,,,4,0.50,2,2,8,"… The cutting stock problem (CSP) is a combinatorial NP-hard … be cut from rolls in such a way that the waste is minimized. In … solving cutting stock problems with binary patterns (0-1 CSP), …","https://arxiv.org/pdf/1502.02899","https://scholar.google.com/scholar?q=related:EWifdpq8GfwJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
17,"A Di Vaio, L Varriale, A Di Gregorio…","Corporate social performance and non‐financial reporting in the cruise industry: Paving the way towards UN Agenda 2030",2022,"Corporate Social …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/csr.2292","https://scholar.google.com/scholar?cites=15060414842600392421&as_sdt=2005&sciodt=2007&hl=en",95,"2023-05-11 11:55:16","","10.1002/csr.2292","","",,,,,17,17.00,4,4,1,"… studies on CSP, still scarce research focuses on CSP in the … The goal was to cut food waste in each step of the shipboard … “The Company seeks to minimize water wastage in all its …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/csr.2292","https://scholar.google.com/scholar?q=related:5YY3f4FXAdEJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"O Saldías, C Guerrero, R Olivares…","A Strategic-Operational Contribution to the One-Dimensional Multi-period Cutting Stock Problem for Sawmills",2022,"Advanced Research in …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-20316-9_3","",96,"2023-05-11 11:55:16","","10.1007/978-3-031-20316-9_3","","",,,,,0,0.00,0,4,1,"… CSP is an NP-HARD problem and can be modeled by integer programming [5]. This model seeks to minimize waste generated by cutting raw … To solve this CSP problem, this study …","","https://scholar.google.com/scholar?q=related:OftG81hy0l8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
47,"M Vanzela, GM Melega, S Rangel…","The integrated lot sizing and cutting stock problem with saw cycle constraints applied to furniture production",2017,"Computers &Operations …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0305054816302635","https://scholar.google.com/scholar?cites=16456614724404409358&as_sdt=2005&sciodt=2007&hl=en",97,"2023-05-11 11:55:16","","","","",,,,,47,7.83,12,4,6,"… of the cutting process in order to reduce raw material waste and … The decisions are taken aiming to minimize the overall costs … CSP model then determines the number of plates to be cut …","https://repositorio.unesp.br/bitstream/handle/11449/178407/2-s2.0-84994802481.pdf?sequence=1","https://scholar.google.com/scholar?q=related:DnSWpeajYeQJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
